delivery_key,delivery_id,order_key,order_id,promised_delivery_date,actual_delivery_date,transport_cost,delivery_status,order_date,quantity,order_value,order_status,warehouse_key,warehouse_id,warehouse_name,warehouse_country,warehouse_capacity,carrier_key,carrier_id,carrier_name,carrier_service_level,dq_flag_missing_transport_cost,dq_flag_invalid_delivery_date,delivery_variance_days
140,D0000140,140,O0000140,2026-01-01,2025-12-28,156.39,Delivered,2025-12-26,45,1362.15,Delivered,5,W05,Warehouse 05,Spain,25643,13,T13,Carrier 13,Standard,false,false,-4
141,D0000141,141,O0000141,2025-09-23,2025-10-03,132.35,Delivered,2025-09-20,29,1242.07,Delivered,1,W01,Warehouse 01,Germany,20207,2,T02,Carrier 02,Premium,false,false,10
142,D0000142,142,O0000142,2025-06-24,2025-06-30,109.2,Delivered,2025-06-18,21,799.68,Delivered,5,W05,Warehouse 05,Spain,25643,3,T03,Carrier 03,Standard,false,false,6
143,D0000143,143,O0000143,2025-04-08,2025-04-09,102.2,Delivered,2025-03-29,27,606.96,Delivered,5,W05,Warehouse 05,Spain,25643,8,T08,Carrier 08,Standard,false,false,1
144,D0000144,144,O0000144,2025-04-15,2025-04-18,34.92,Delivered,2025-04-09,6,191.28,Delivered,7,W07,Warehouse 07,Netherlands,10019,13,T13,Carrier 13,Standard,false,false,3
145,D0000145,145,O0000145,2025-06-22,2025-06-21,105.99,Delivered,2025-06-14,42,911.82,Delivered,9,W09,Warehouse 09,Spain,10336,4,T04,Carrier 04,Express,false,false,-1
146,D0000146,146,O0000146,2025-01-28,2025-02-02,73.81,In Transit,2025-01-21,9,552.78,In Transit,2,W02,Warehouse 02,Spain,27715,9,T09,Carrier 09,Premium,false,false,5
147,D0000147,147,O0000147,2025-05-19,2025-05-17,86.74,Delivered,2025-05-15,23,966.23,Delivered,11,W11,Warehouse 11,Germany,5748,8,T08,Carrier 08,Standard,false,false,-2
148,D0000148,148,O0000148,2025-03-26,2025-03-27,29.65,Delivered,2025-03-21,17,176.97,Delivered,8,W08,Warehouse 08,Italy,18100,10,T10,Carrier 10,Express,false,false,1
149,D0000149,149,O0000149,2025-02-16,2025-02-13,45.64,Delivered,2025-02-11,17,358.53,Delivered,9,W09,Warehouse 09,Spain,10336,9,T09,Carrier 09,Premium,false,false,-3
150,D0000150,150,O0000150,2025-02-24,2025-02-24,120.0,In Transit,2025-02-15,19,1539.57,In Transit,7,W07,Warehouse 07,Netherlands,10019,14,T14,Carrier 14,Premium,false,false,0
151,D0000151,151,O0000151,2025-05-13,2025-05-16,21.53,Delivered,2025-05-07,5,45.2,Delivered,5,W05,Warehouse 05,Spain,25643,14,T14,Carrier 14,Premium,false,false,3
152,D0000152,152,O0000152,2025-05-27,2025-05-22,55.61,Delivered,2025-05-20,12,304.8,Delivered,4,W04,Warehouse 04,France,17137,11,T11,Carrier 11,Standard,false,false,-5
153,D0000153,153,O0000153,2025-05-17,2025-05-11,59.22,Delivered,2025-05-08,30,488.7,Delivered,11,W11,Warehouse 11,Germany,5748,10,T10,Carrier 10,Express,false,false,-6
154,D0000154,154,O0000154,2025-09-15,2025-09-24,38.23,Delivered,2025-09-09,12,121.2,Delivered,2,W02,Warehouse 02,Spain,27715,2,T02,Carrier 02,Premium,false,false,9
155,D0000155,155,O0000155,2025-07-18,2025-07-14,46.5,Delivered,2025-07-10,18,688.5,Delivered,3,W03,Warehouse 03,Brazil,15843,1,T01,Carrier 01,Premium,false,false,-4
156,D0000156,156,O0000156,2025-03-21,2025-03-15,59.49,Delivered,2025-03-12,24,688.8,Delivered,3,W03,Warehouse 03,Brazil,15843,13,T13,Carrier 13,Standard,false,false,-6
157,D0000157,157,O0000157,2025-12-27,2025-12-25,96.14,Delivered,2025-12-21,6,658.2,Delivered,2,W02,Warehouse 02,Spain,27715,12,T12,Carrier 12,Premium,false,false,-2
158,D0000158,158,O0000158,2025-10-03,2025-09-27,57.49,Delivered,2025-09-24,27,495.99,Delivered,6,W06,Warehouse 06,Italy,23070,2,T02,Carrier 02,Premium,false,false,-6
159,D0000159,159,O0000159,2025-06-28,2025-07-02,49.49,In Transit,2025-06-21,31,380.68,In Transit,1,W01,Warehouse 01,Germany,20207,4,T04,Carrier 04,Express,false,false,4
160,D0000160,160,O0000160,2025-01-24,2025-01-26,29.73,In Transit,2025-01-18,1,30.23,In Transit,10,W10,Warehouse 10,Germany,24023,2,T02,Carrier 02,Premium,false,false,2
161,D0000161,161,O0000161,2025-12-05,2025-12-13,75.64,In Transit,2025-11-30,21,545.16,In Transit,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,8
162,D0000162,162,O0000162,2025-10-09,2025-10-09,31.2,Delivered,2025-09-29,2,61.76,Delivered,2,W02,Warehouse 02,Spain,27715,2,T02,Carrier 02,Premium,false,false,0
163,D0000163,163,O0000163,2025-06-25,2025-07-02,45.44,Delivered,2025-06-18,39,373.23,Delivered,11,W11,Warehouse 11,Germany,5748,12,T12,Carrier 12,Premium,false,false,7
164,D0000164,164,O0000164,2025-03-07,2025-03-02,80.93,Delivered,2025-03-01,16,459.52,Delivered,8,W08,Warehouse 08,Italy,18100,13,T13,Carrier 13,Standard,false,false,-5
165,D0000165,165,O0000165,2025-02-17,2025-02-23,107.12,Delivered,2025-02-09,43,653.17,Delivered,9,W09,Warehouse 09,Spain,10336,2,T02,Carrier 02,Premium,false,false,6
166,D0000166,166,O0000166,2025-04-20,2025-04-27,45.57,In Transit,2025-04-16,13,204.88,In Transit,10,W10,Warehouse 10,Germany,24023,6,T06,Carrier 06,Standard,false,false,7
167,D0000167,167,O0000167,2025-04-02,2025-03-27,31.21,Delivered,2025-03-26,11,109.01,Delivered,6,W06,Warehouse 06,Italy,23070,15,T15,Carrier 15,Express,false,false,-6
168,D0000168,168,O0000168,2025-03-28,2025-04-01,95.66,In Transit,2025-03-18,41,786.38,In Transit,8,W08,Warehouse 08,Italy,18100,8,T08,Carrier 08,Standard,false,false,4
169,D0000169,169,O0000169,2025-06-02,2025-06-13,38.49,Delivered,2025-05-29,5,158.7,Delivered,1,W01,Warehouse 01,Germany,20207,1,T01,Carrier 01,Premium,false,false,11
170,D0000170,170,O0000170,2025-01-27,2025-02-01,46.28,Delivered,2025-01-18,33,499.29,Delivered,9,W09,Warehouse 09,Spain,10336,12,T12,Carrier 12,Premium,false,false,5
171,D0000171,171,O0000171,2025-05-06,2025-05-07,38.48,Delivered,2025-04-29,29,269.12,Delivered,7,W07,Warehouse 07,Netherlands,10019,5,T05,Carrier 05,Express,false,false,1
172,D0000172,172,O0000172,2025-11-23,2025-11-17,175.52,Delivered,2025-11-14,33,1492.26,Delivered,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,-6
173,D0000173,173,O0000173,2025-11-23,2025-11-14,51.47,Delivered,2025-11-13,6,299.1,Delivered,6,W06,Warehouse 06,Italy,23070,7,T07,Carrier 07,Standard,false,false,-9
174,D0000174,174,O0000174,2025-01-07,2025-01-08,21.5,In Transit,2025-01-04,28,93.52,In Transit,1,W01,Warehouse 01,Germany,20207,8,T08,Carrier 08,Standard,false,false,1
175,D0000175,175,O0000175,2025-09-08,2025-09-20,81.19,Delivered,2025-09-05,31,1366.17,Delivered,11,W11,Warehouse 11,Germany,5748,9,T09,Carrier 09,Premium,false,false,12
176,D0000176,176,O0000176,2026-01-07,2026-01-12,44.31,Delivered,2025-12-28,33,564.96,Delivered,3,W03,Warehouse 03,Brazil,15843,11,T11,Carrier 11,Standard,false,false,5
177,D0000177,177,O0000177,2025-08-06,2025-08-04,139.39,Cancelled,2025-07-31,36,1292.4,Cancelled,10,W10,Warehouse 10,Germany,24023,11,T11,Carrier 11,Standard,false,false,-2
178,D0000178,178,O0000178,2025-06-02,2025-05-26,54.0,Delivered,2025-05-23,12,210.84,Delivered,8,W08,Warehouse 08,Italy,18100,12,T12,Carrier 12,Premium,false,false,-7
179,D0000179,179,O0000179,2025-07-06,2025-07-13,88.37,Delivered,2025-06-29,50,984.5,Delivered,2,W02,Warehouse 02,Spain,27715,2,T02,Carrier 02,Premium,false,false,7
180,D0000180,180,O0000180,2025-03-27,2025-03-23,200.58,Delivered,2025-03-19,35,1386.35,Delivered,9,W09,Warehouse 09,Spain,10336,14,T14,Carrier 14,Premium,false,false,-4
181,D0000181,181,O0000181,2025-05-30,2025-06-08,180.24,Delivered,2025-05-26,48,1560.0,Delivered,6,W06,Warehouse 06,Italy,23070,9,T09,Carrier 09,Premium,false,false,9
182,D0000182,182,O0000182,2025-12-16,2025-12-14,44.56,In Transit,2025-12-08,8,304.64,In Transit,3,W03,Warehouse 03,Brazil,15843,13,T13,Carrier 13,Standard,false,false,-2
183,D0000183,183,O0000183,2025-08-20,2025-08-26,36.66,Delivered,2025-08-12,18,200.7,Delivered,9,W09,Warehouse 09,Spain,10336,15,T15,Carrier 15,Express,false,false,6
184,D0000184,184,O0000184,2025-06-15,2025-06-10,29.37,Cancelled,2025-06-07,15,31.05,Cancelled,9,W09,Warehouse 09,Spain,10336,15,T15,Carrier 15,Express,false,false,-5
185,D0000185,185,O0000185,2025-02-23,2025-02-27,111.38,Cancelled,2025-02-15,50,2217.5,Cancelled,12,W12,Warehouse 12,Netherlands,25674,7,T07,Carrier 07,Standard,false,false,4
186,D0000186,186,O0000186,2025-12-03,2025-12-12,107.7,Delivered,2025-11-27,36,979.92,Delivered,12,W12,Warehouse 12,Netherlands,25674,8,T08,Carrier 08,Standard,false,false,9
187,D0000187,187,O0000187,2025-03-04,2025-03-11,72.91,Delivered,2025-03-01,44,438.24,Delivered,9,W09,Warehouse 09,Spain,10336,4,T04,Carrier 04,Express,false,false,7
188,D0000188,188,O0000188,2025-09-28,2025-10-03,173.09,In Transit,2025-09-21,27,1283.31,In Transit,1,W01,Warehouse 01,Germany,20207,5,T05,Carrier 05,Express,false,false,5
189,D0000189,189,O0000189,2025-04-26,2025-04-22,133.28,Delivered,2025-04-21,25,1123.25,Delivered,3,W03,Warehouse 03,Brazil,15843,11,T11,Carrier 11,Standard,false,false,-4
190,D0000190,190,O0000190,2025-04-18,2025-04-21,239.22,Cancelled,2025-04-12,30,2555.1,Cancelled,4,W04,Warehouse 04,France,17137,8,T08,Carrier 08,Standard,false,false,3
191,D0000191,191,O0000191,2025-03-07,2025-03-12,28.69,Delivered,2025-03-04,2,61.62,Delivered,11,W11,Warehouse 11,Germany,5748,13,T13,Carrier 13,Standard,false,false,5
192,D0000192,192,O0000192,2025-05-21,2025-05-22,102.13,Delivered,2025-05-17,47,1348.9,Delivered,5,W05,Warehouse 05,Spain,25643,4,T04,Carrier 04,Express,false,false,1
193,D0000193,193,O0000193,2025-09-14,2025-09-16,190.26,Delivered,2025-09-05,37,2449.4,Delivered,9,W09,Warehouse 09,Spain,10336,7,T07,Carrier 07,Standard,false,false,2
194,D0000194,194,O0000194,2025-06-10,2025-06-04,55.3,Delivered,2025-06-02,24,469.44,Delivered,1,W01,Warehouse 01,Germany,20207,11,T11,Carrier 11,Standard,false,false,-6
195,D0000195,195,O0000195,2025-01-17,2025-01-25,27.18,Delivered,2025-01-10,25,223.0,Delivered,1,W01,Warehouse 01,Germany,20207,1,T01,Carrier 01,Premium,false,false,8
196,D0000196,196,O0000196,2025-04-17,2025-04-22,103.24,Delivered,2025-04-07,13,837.33,Delivered,6,W06,Warehouse 06,Italy,23070,3,T03,Carrier 03,Standard,false,false,5
197,D0000197,197,O0000197,2025-03-03,2025-03-13,115.48,Delivered,2025-02-28,31,1282.16,Delivered,4,W04,Warehouse 04,France,17137,2,T02,Carrier 02,Premium,false,false,10
198,D0000198,198,O0000198,2025-06-04,2025-06-07,80.13,Cancelled,2025-05-27,6,427.02,Cancelled,6,W06,Warehouse 06,Italy,23070,13,T13,Carrier 13,Standard,false,false,3
199,D0000199,199,O0000199,2025-11-29,2025-11-29,32.82,Delivered,2025-11-26,34,121.72,Delivered,11,W11,Warehouse 11,Germany,5748,9,T09,Carrier 09,Premium,false,false,0
200,D0000200,200,O0000200,2025-12-26,2025-12-23,83.14,Delivered,2025-12-18,23,957.26,Delivered,7,W07,Warehouse 07,Netherlands,10019,15,T15,Carrier 15,Express,false,false,-3
201,D0000201,201,O0000201,2026-01-06,2026-01-12,35.35,Delivered,2025-12-31,7,256.83,Delivered,3,W03,Warehouse 03,Brazil,15843,5,T05,Carrier 05,Express,false,false,6
202,D0000202,202,O0000202,2025-02-15,2025-02-14,39.89,Cancelled,2025-02-11,37,429.57,Cancelled,5,W05,Warehouse 05,Spain,25643,5,T05,Carrier 05,Express,false,false,-1
203,D0000203,203,O0000203,2025-06-30,2025-07-03,71.84,Delivered,2025-06-27,21,497.7,Delivered,9,W09,Warehouse 09,Spain,10336,7,T07,Carrier 07,Standard,false,false,3
204,D0000204,204,O0000204,2025-01-20,2025-01-30,39.77,Delivered,2025-01-17,7,342.09,Delivered,11,W11,Warehouse 11,Germany,5748,8,T08,Carrier 08,Standard,false,false,10
205,D0000205,205,O0000205,2025-07-07,2025-07-05,103.18,Delivered,2025-06-30,20,661.0,Delivered,7,W07,Warehouse 07,Netherlands,10019,11,T11,Carrier 11,Standard,false,false,-2
206,D0000206,206,O0000206,2025-08-04,2025-08-05,63.49,Delivered,2025-07-30,46,484.38,Delivered,4,W04,Warehouse 04,France,17137,7,T07,Carrier 07,Standard,false,false,1
207,D0000207,207,O0000207,2025-10-15,2025-10-21,116.98,Delivered,2025-10-10,31,863.35,Delivered,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,6
208,D0000208,208,O0000208,2025-05-11,2025-05-05,31.2,In Transit,2025-05-03,10,248.4,In Transit,3,W03,Warehouse 03,Brazil,15843,11,T11,Carrier 11,Standard,false,false,-6
209,D0000209,209,O0000209,2025-01-20,2025-01-28,64.46,Delivered,2025-01-14,49,556.15,Delivered,2,W02,Warehouse 02,Spain,27715,15,T15,Carrier 15,Express,false,false,8
210,D0000210,210,O0000210,2025-06-20,2025-06-23,147.59,In Transit,2025-06-15,49,1241.17,In Transit,8,W08,Warehouse 08,Italy,18100,11,T11,Carrier 11,Standard,false,false,3
211,D0000211,211,O0000211,2025-06-10,2025-06-18,123.94,Delivered,2025-06-05,43,905.15,Delivered,10,W10,Warehouse 10,Germany,24023,1,T01,Carrier 01,Premium,false,false,8
212,D0000212,212,O0000212,2025-08-23,2025-08-23,71.91,Delivered,2025-08-16,50,691.0,Delivered,11,W11,Warehouse 11,Germany,5748,11,T11,Carrier 11,Standard,false,false,0
213,D0000213,213,O0000213,2025-02-14,2025-02-18,102.27,Delivered,2025-02-06,38,850.44,Delivered,10,W10,Warehouse 10,Germany,24023,4,T04,Carrier 04,Express,false,false,4
214,D0000214,214,O0000214,2025-08-18,2025-08-25,88.6,Delivered,2025-08-12,26,634.14,Delivered,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,7
215,D0000215,215,O0000215,2025-06-01,2025-06-07,83.31,Delivered,2025-05-27,8,709.76,Delivered,4,W04,Warehouse 04,France,17137,10,T10,Carrier 10,Express,false,false,6
216,D0000216,216,O0000216,2025-09-30,2025-10-05,72.79,Delivered,2025-09-27,37,1040.07,Delivered,4,W04,Warehouse 04,France,17137,2,T02,Carrier 02,Premium,false,false,5
217,D0000217,217,O0000217,2026-01-02,2025-12-28,240.94,Delivered,2025-12-26,48,1761.12,Delivered,7,W07,Warehouse 07,Netherlands,10019,11,T11,Carrier 11,Standard,false,false,-5
218,D0000218,218,O0000218,2025-03-31,2025-03-29,84.98,In Transit,2025-03-25,29,1217.13,In Transit,7,W07,Warehouse 07,Netherlands,10019,9,T09,Carrier 09,Premium,false,false,-2
219,D0000219,219,O0000219,2025-10-11,2025-10-07,119.58,Delivered,2025-10-03,32,1288.96,Delivered,10,W10,Warehouse 10,Germany,24023,13,T13,Carrier 13,Standard,false,false,-4
220,D0000220,220,O0000220,2025-02-24,2025-03-03,52.36,Delivered,2025-02-16,15,450.15,Delivered,7,W07,Warehouse 07,Netherlands,10019,9,T09,Carrier 09,Premium,false,false,7
221,D0000221,221,O0000221,2026-01-02,2026-01-07,122.79,Delivered,2025-12-26,32,1343.04,Delivered,2,W02,Warehouse 02,Spain,27715,13,T13,Carrier 13,Standard,false,false,5
222,D0000222,222,O0000222,2025-06-30,2025-07-01,235.53,Delivered,2025-06-25,48,1758.24,Delivered,11,W11,Warehouse 11,Germany,5748,4,T04,Carrier 04,Express,false,false,1
223,D0000223,223,O0000223,2025-10-04,2025-10-03,108.54,Delivered,2025-09-30,40,1346.4,Delivered,12,W12,Warehouse 12,Netherlands,25674,10,T10,Carrier 10,Express,false,false,-1
224,D0000224,224,O0000224,2025-10-21,2025-10-24,215.73,Delivered,2025-10-11,42,1824.48,Delivered,8,W08,Warehouse 08,Italy,18100,13,T13,Carrier 13,Standard,false,false,3
225,D0000225,225,O0000225,2025-08-18,2025-08-17,24.79,In Transit,2025-08-10,10,68.8,In Transit,10,W10,Warehouse 10,Germany,24023,8,T08,Carrier 08,Standard,false,false,-1
226,D0000226,226,O0000226,2025-05-24,2025-05-23,44.71,Delivered,2025-05-21,36,905.4,Delivered,9,W09,Warehouse 09,Spain,10336,10,T10,Carrier 10,Express,false,false,-1
227,D0000227,227,O0000227,2025-10-12,2025-10-09,38.91,Delivered,2025-10-03,1,53.11,Delivered,12,W12,Warehouse 12,Netherlands,25674,6,T06,Carrier 06,Standard,false,false,-3
228,D0000228,228,O0000228,2025-06-28,2025-07-06,58.82,In Transit,2025-06-23,19,1253.81,In Transit,9,W09,Warehouse 09,Spain,10336,2,T02,Carrier 02,Premium,false,false,8
229,D0000229,229,O0000229,2025-09-05,2025-09-04,77.62,Delivered,2025-08-29,26,880.62,Delivered,6,W06,Warehouse 06,Italy,23070,9,T09,Carrier 09,Premium,false,false,-1
230,D0000230,230,O0000230,2025-08-18,2025-08-27,28.77,Delivered,2025-08-12,1,30.22,Delivered,5,W05,Warehouse 05,Spain,25643,3,T03,Carrier 03,Standard,false,false,9
231,D0000231,231,O0000231,2025-06-29,2025-06-30,159.52,Delivered,2025-06-19,31,1764.83,Delivered,9,W09,Warehouse 09,Spain,10336,5,T05,Carrier 05,Express,false,false,1
232,D0000232,232,O0000232,2025-02-16,2025-02-13,62.6,Delivered,2025-02-12,11,328.57,Delivered,1,W01,Warehouse 01,Germany,20207,4,T04,Carrier 04,Express,false,false,-3
233,D0000233,233,O0000233,2025-04-20,2025-04-25,121.53,Delivered,2025-04-17,23,869.63,Delivered,7,W07,Warehouse 07,Netherlands,10019,12,T12,Carrier 12,Premium,false,false,5
234,D0000234,234,O0000234,2025-12-13,2025-12-16,86.74,Delivered,2025-12-09,23,965.54,Delivered,2,W02,Warehouse 02,Spain,27715,7,T07,Carrier 07,Standard,false,false,3
235,D0000235,235,O0000235,2025-07-19,2025-07-21,23.89,Delivered,2025-07-09,2,35.1,Delivered,7,W07,Warehouse 07,Netherlands,10019,2,T02,Carrier 02,Premium,false,false,2
236,D0000236,236,O0000236,2025-08-29,2025-08-31,225.49,Delivered,2025-08-21,49,2670.01,Delivered,5,W05,Warehouse 05,Spain,25643,6,T06,Carrier 06,Standard,false,false,2
237,D0000237,237,O0000237,2025-04-09,2025-04-14,33.36,Delivered,2025-04-05,6,128.4,Delivered,3,W03,Warehouse 03,Brazil,15843,5,T05,Carrier 05,Express,false,false,5
238,D0000238,238,O0000238,2025-09-19,2025-09-24,27.24,Delivered,2025-09-15,8,116.88,Delivered,11,W11,Warehouse 11,Germany,5748,7,T07,Carrier 07,Standard,false,false,5
239,D0000239,239,O0000239,2025-07-02,2025-07-02,62.26,Delivered,2025-06-27,27,434.43,Delivered,9,W09,Warehouse 09,Spain,10336,3,T03,Carrier 03,Standard,false,false,0
240,D0000240,240,O0000240,2025-03-27,2025-03-23,62.53,Delivered,2025-03-21,21,694.05,Delivered,5,W05,Warehouse 05,Spain,25643,3,T03,Carrier 03,Standard,false,false,-4
241,D0000241,241,O0000241,2025-03-03,2025-02-25,142.76,Delivered,2025-02-23,50,953.5,Delivered,9,W09,Warehouse 09,Spain,10336,2,T02,Carrier 02,Premium,false,false,-6
242,D0000242,242,O0000242,2025-05-29,2025-06-05,32.42,Delivered,2025-05-25,3,62.04,Delivered,6,W06,Warehouse 06,Italy,23070,15,T15,Carrier 15,Express,false,false,7
243,D0000243,243,O0000243,2025-08-02,2025-07-31,22.37,Delivered,2025-07-26,3,15.9,Delivered,12,W12,Warehouse 12,Netherlands,25674,9,T09,Carrier 09,Premium,false,false,-2
244,D0000244,244,O0000244,2025-04-19,2025-04-23,183.97,Delivered,2025-04-13,47,2608.97,Delivered,2,W02,Warehouse 02,Spain,27715,15,T15,Carrier 15,Express,false,false,4
245,D0000245,245,O0000245,2025-04-07,2025-04-03,153.09,Delivered,2025-03-31,30,1347.9,Delivered,2,W02,Warehouse 02,Spain,27715,6,T06,Carrier 06,Standard,false,false,-4
246,D0000246,246,O0000246,2025-04-18,2025-04-22,105.78,In Transit,2025-04-09,37,1377.14,In Transit,1,W01,Warehouse 01,Germany,20207,15,T15,Carrier 15,Express,false,false,4
247,D0000247,247,O0000247,2025-04-25,2025-05-01,91.33,Delivered,2025-04-18,46,1077.78,Delivered,9,W09,Warehouse 09,Spain,10336,6,T06,Carrier 06,Standard,false,false,6
248,D0000248,248,O0000248,2025-10-03,2025-10-06,36.08,Delivered,2025-09-27,1,57.28,Delivered,4,W04,Warehouse 04,France,17137,9,T09,Carrier 09,Premium,false,false,3
249,D0000249,249,O0000249,2025-07-05,2025-07-16,69.2,Delivered,2025-07-02,27,651.24,Delivered,1,W01,Warehouse 01,Germany,20207,6,T06,Carrier 06,Standard,false,false,11
250,D0000250,250,O0000250,2025-06-29,2025-06-23,58.04,In Transit,2025-06-21,28,617.68,In Transit,10,W10,Warehouse 10,Germany,24023,8,T08,Carrier 08,Standard,false,false,-6
251,D0000251,251,O0000251,2025-03-08,2025-03-10,35.45,Delivered,2025-03-01,40,211.6,Delivered,12,W12,Warehouse 12,Netherlands,25674,7,T07,Carrier 07,Standard,false,false,2
252,D0000252,252,O0000252,2025-07-26,2025-07-28,28.83,Delivered,2025-07-18,5,82.5,Delivered,6,W06,Warehouse 06,Italy,23070,11,T11,Carrier 11,Standard,false,false,2
253,D0000253,253,O0000253,2025-12-26,2026-01-02,45.81,Delivered,2025-12-18,18,225.18,Delivered,3,W03,Warehouse 03,Brazil,15843,14,T14,Carrier 14,Premium,false,false,7
254,D0000254,254,O0000254,2025-10-10,2025-10-11,38.51,Delivered,2025-09-30,20,206.6,Delivered,4,W04,Warehouse 04,France,17137,14,T14,Carrier 14,Premium,false,false,1
255,D0000255,255,O0000255,2025-06-22,2025-06-23,36.46,Delivered,2025-06-13,37,257.15,Delivered,2,W02,Warehouse 02,Spain,27715,8,T08,Carrier 08,Standard,false,false,1
256,D0000256,256,O0000256,2025-05-01,2025-05-03,45.11,Cancelled,2025-04-23,37,350.02,Cancelled,6,W06,Warehouse 06,Italy,23070,6,T06,Carrier 06,Standard,false,false,2
257,D0000257,257,O0000257,2025-05-13,2025-05-19,63.97,Delivered,2025-05-09,43,782.6,Delivered,6,W06,Warehouse 06,Italy,23070,15,T15,Carrier 15,Express,false,false,6
258,D0000258,258,O0000258,2025-01-16,2025-01-12,34.85,Delivered,2025-01-10,8,192.0,Delivered,11,W11,Warehouse 11,Germany,5748,15,T15,Carrier 15,Express,false,false,-4
259,D0000259,259,O0000259,2025-01-21,2025-01-15,40.37,In Transit,2025-01-11,8,209.92,In Transit,1,W01,Warehouse 01,Germany,20207,8,T08,Carrier 08,Standard,false,false,-6
260,D0000260,260,O0000260,2025-10-20,2025-10-12,69.71,Delivered,2025-10-11,43,478.59,Delivered,8,W08,Warehouse 08,Italy,18100,13,T13,Carrier 13,Standard,false,false,-8
261,D0000261,261,O0000261,2025-11-09,2025-11-17,110.64,Delivered,2025-11-04,26,1889.16,Delivered,3,W03,Warehouse 03,Brazil,15843,15,T15,Carrier 15,Express,false,false,8
262,D0000262,262,O0000262,2025-12-28,2025-12-31,20.21,Delivered,2025-12-20,2,54.36,Delivered,8,W08,Warehouse 08,Italy,18100,7,T07,Carrier 07,Standard,false,false,3
263,D0000263,263,O0000263,2025-08-24,2025-08-25,116.9,Delivered,2025-08-17,26,939.12,Delivered,7,W07,Warehouse 07,Netherlands,10019,5,T05,Carrier 05,Express,false,false,1
264,D0000264,264,O0000264,2025-12-10,2025-12-13,135.31,In Transit,2025-12-06,35,1375.5,In Transit,11,W11,Warehouse 11,Germany,5748,8,T08,Carrier 08,Standard,false,false,3
265,D0000265,265,O0000265,2025-06-05,2025-06-02,35.11,Delivered,2025-06-01,13,127.27,Delivered,3,W03,Warehouse 03,Brazil,15843,8,T08,Carrier 08,Standard,false,false,-3
266,D0000266,266,O0000266,2025-04-07,2025-04-15,65.48,Delivered,2025-04-03,42,774.48,Delivered,11,W11,Warehouse 11,Germany,5748,3,T03,Carrier 03,Standard,false,false,8
267,D0000267,267,O0000267,2025-04-08,2025-04-11,59.14,Delivered,2025-03-31,48,829.44,Delivered,4,W04,Warehouse 04,France,17137,13,T13,Carrier 13,Standard,false,false,3
