delivery_id,order_id,promised_delivery_date,actual_delivery_date,transport_cost,delivery_status
D0000422,O0000422,2025-08-12,2025-08-13,35.59,Delivered
D0000423,O0000423,2025-11-25,2025-11-27,64.18,Delivered
D0000424,O0000424,2025-02-05,2025-02-02,170.78,Delivered
D0000425,O0000425,2025-07-30,2025-08-07,180.36,Delivered
D0000426,O0000426,2025-12-27,2025-12-24,55.4,Delivered
D0000427,O0000427,2025-06-01,2025-06-05,59.7,Delivered
D0000428,O0000428,2025-03-17,2025-03-13,39.12,Delivered
D0000429,O0000429,2025-02-04,2025-02-09,170.79,In Transit
D0000430,O0000430,2025-12-15,2025-12-18,42.89,In Transit
D0000431,O0000431,2025-06-03,2025-06-05,205.82,In Transit
D0000432,O0000432,2025-02-17,2025-02-16,49.42,Delivered
D0000433,O0000433,2025-11-16,2025-11-19,145.47,In Transit
D0000434,O0000434,2025-10-23,2025-10-28,43.34,Delivered
D0000435,O0000435,2025-09-19,2025-09-19,96.71,Delivered
D0000436,O0000436,2025-02-08,2025-02-04,122.58,Delivered
D0000437,O0000437,2025-02-04,2025-02-05,69.34,Delivered
D0000438,O0000438,2025-03-26,2025-03-29,110.85,Delivered
D0000439,O0000439,2025-03-03,2025-03-14,94.3,Delivered
D0000440,O0000440,2025-07-17,2025-07-23,97.51,Cancelled
D0000441,O0000441,2025-06-03,2025-05-31,69.27,Delivered
D0000442,O0000442,2025-10-16,2025-10-18,25.78,Delivered
D0000443,O0000443,2025-02-12,2025-02-18,46.74,Delivered
D0000444,O0000444,2025-10-03,2025-10-03,42.82,Delivered
D0000445,O0000445,2025-12-16,2025-12-22,291.56,In Transit
D0000446,O0000446,2025-02-23,2025-02-28,36.06,Delivered
D0000447,O0000447,2025-08-31,2025-09-04,59.07,Delivered
D0000448,O0000448,2025-07-10,2025-07-16,77.22,Delivered
D0000449,O0000449,2025-02-13,2025-02-19,26.6,Delivered
D0000450,O0000450,2025-04-22,2025-04-29,92.45,Delivered
D0000451,O0000451,2025-10-19,2025-10-28,107.38,Delivered
D0000452,O0000452,2025-11-20,2025-11-22,496.69,Delivered
D0000453,O0000453,2025-05-22,2025-05-29,55.69,Delivered
D0000454,O0000454,2025-02-14,2025-02-14,53.26,Delivered
D0000455,O0000455,2025-04-06,2025-04-07,68.21,In Transit
D0000456,O0000456,2025-11-08,2025-11-08,32.77,Delivered
D0000457,O0000457,2025-08-02,2025-08-08,35.32,Delivered
D0000458,O0000458,2025-06-17,2025-06-15,79.4,Delivered
D0000459,O0000459,2025-01-11,2025-01-09,147.78,Delivered
D0000460,O0000460,2025-10-22,2025-10-17,98.62,Delivered
D0000461,O0000461,2025-06-29,2025-06-25,90.2,In Transit
D0000462,O0000462,2025-07-28,2025-07-31,104.93,Delivered
D0000463,O0000463,2025-11-07,2025-11-16,22.2,Delivered
D0000464,O0000464,2025-07-28,2025-08-09,73.31,Delivered
D0000465,O0000465,2025-12-12,2025-12-06,43.3,Delivered
D0000466,O0000466,2025-08-02,2025-07-30,59.33,In Transit
D0000467,O0000467,2025-05-15,2025-05-21,116.1,Delivered
D0000468,O0000468,2025-12-06,2025-12-08,91.58,Delivered
D0000469,O0000469,2025-08-28,2025-09-01,74.29,Delivered
D0000470,O0000470,2025-10-11,2025-10-13,72.87,In Transit
D0000471,O0000471,2025-03-28,2025-04-08,29.43,Delivered
D0000472,O0000472,2025-09-06,2025-09-04,34.4,Delivered
D0000473,O0000473,2025-08-02,2025-08-07,389.9,In Transit
D0000474,O0000474,2025-02-13,2025-02-16,89.1,Cancelled
D0000475,O0000475,2025-04-10,2025-04-08,53.63,Delivered
D0000476,O0000476,2025-12-09,2025-12-07,90.1,Delivered
D0000477,O0000477,2025-08-03,2025-08-03,116.23,In Transit
D0000478,O0000478,2025-10-17,2025-10-17,78.91,Cancelled
D0000479,O0000479,2025-03-10,2025-03-08,87.85,Delivered
D0000480,O0000480,2025-03-26,2025-04-04,248.01,Delivered
D0000481,O0000481,2025-12-17,2025-12-22,122.73,Delivered
D0000482,O0000482,2025-06-13,2025-06-13,322.59,Delivered
D0000483,O0000483,2025-11-24,2025-11-27,42.5,Delivered
D0000484,O0000484,2025-10-27,2025-10-27,43.37,Delivered
D0000485,O0000485,2025-05-13,2025-05-11,66.19,Delivered
D0000486,O0000486,2025-12-21,2025-12-26,87.97,Delivered
D0000487,O0000487,2025-10-16,2025-10-23,126.69,Delivered
D0000488,O0000488,2025-02-21,2025-03-03,54.78,Delivered
D0000489,O0000489,2025-02-13,2025-02-05,22.36,Delivered
D0000490,O0000490,2025-02-21,2025-03-02,73.71,Delivered
D0000491,O0000491,2025-10-02,2025-10-12,95.83,Delivered
D0000492,O0000492,2025-02-27,2025-02-24,50.47,Cancelled
D0000493,O0000493,2025-04-21,2025-04-24,116.52,In Transit
D0000494,O0000494,2025-06-11,2025-06-23,100.23,Delivered
D0000495,O0000495,2025-02-27,2025-02-21,20.26,Delivered
D0000496,O0000496,2025-05-09,2025-05-08,200.48,In Transit
D0000497,O0000497,2025-09-10,2025-09-15,43.4,Delivered
D0000498,O0000498,2025-12-28,2026-01-03,94.88,Cancelled
D0000499,O0000499,2025-06-30,2025-07-06,255.66,Delivered
D0000500,O0000500,2025-10-10,2025-10-06,97.45,Delivered
D0000501,O0000501,2025-07-17,2025-07-25,92.88,Delivered
D0000502,O0000502,2025-06-24,2025-06-24,30.26,Delivered
D0000503,O0000503,2025-07-12,2025-07-14,37.54,Delivered
D0000504,O0000504,2025-12-25,2025-12-27,75.33,Delivered
D0000505,O0000505,2025-01-29,2025-01-27,60.6,Delivered
D0000506,O0000506,2025-07-16,2025-07-11,29.21,In Transit
D0000507,O0000507,2025-01-22,2025-01-31,98.36,Delivered
D0000508,O0000508,2025-11-19,2025-11-19,90.22,Delivered
D0000509,O0000509,2025-08-13,2025-08-21,169.47,Delivered
D0000510,O0000510,2025-01-25,2025-01-23,68.99,Delivered
D0000511,O0000511,2025-08-25,2025-08-27,79.29,Delivered
D0000512,O0000512,2025-06-18,2025-06-20,95.0,Delivered
D0000513,O0000513,2025-01-26,2025-01-25,49.89,Delivered
D0000514,O0000514,2026-01-01,2025-12-26,144.24,Delivered
D0000515,O0000515,2025-05-28,2025-05-27,65.71,Delivered
D0000516,O0000516,2025-01-14,2025-01-23,40.92,Delivered
D0000517,O0000517,2025-08-17,2025-08-18,35.05,Delivered
D0000518,O0000518,2025-05-23,2025-06-01,88.37,Delivered
D0000519,O0000519,2025-09-04,2025-09-06,17.5,In Transit
D0000520,O0000520,2025-03-08,2025-03-14,28.32,Delivered
D0000521,O0000521,2025-11-05,2025-11-10,91.49,Delivered
D0000522,O0000522,2025-06-08,2025-06-11,37.98,Delivered
D0000523,O0000523,2025-06-11,2025-06-05,58.71,Delivered
D0000524,O0000524,2025-10-25,2025-10-30,33.88,Delivered
D0000525,O0000525,2025-07-26,2025-07-22,74.48,Delivered
D0000526,O0000526,2025-01-05,2025-01-07,86.16,Delivered
D0000527,O0000527,2025-08-08,2025-08-14,221.4,Delivered
D0000528,O0000528,2025-09-01,2025-08-27,40.85,Delivered
D0000529,O0000529,2025-04-30,2025-05-07,73.14,Delivered
D0000530,O0000530,2025-03-15,2025-03-22,20.8,Delivered
D0000531,O0000531,2025-01-25,2025-01-26,52.54,Delivered
D0000532,O0000532,2025-11-13,2025-11-18,87.1,Delivered
D0000533,O0000533,2025-01-08,2025-01-15,395.31,Cancelled
D0000534,O0000534,2025-08-08,2025-08-04,27.0,Delivered
D0000535,O0000535,2025-11-06,2025-11-09,84.4,Delivered
D0000536,O0000536,2025-05-16,2025-05-19,96.15,Delivered
D0000537,O0000537,2025-03-24,2025-03-21,73.15,In Transit
D0000538,O0000538,2025-09-21,2025-09-29,86.18,In Transit
D0000539,O0000539,2025-08-24,2025-08-23,45.9,Delivered
D0000540,O0000540,2025-01-11,2025-01-19,25.6,Delivered
D0000541,O0000541,2025-08-09,2025-07-31,86.48,Delivered
D0000542,O0000542,2025-01-11,2025-01-11,40.86,Delivered
D0000543,O0000543,2025-06-01,2025-06-10,61.41,Delivered
D0000544,O0000544,2025-04-28,2025-05-01,34.46,Delivered
D0000545,O0000545,2025-11-04,2025-11-12,38.31,Delivered
D0000546,O0000546,2025-12-29,2025-12-25,77.38,Delivered
D0000547,O0000547,2025-09-15,2025-09-22,60.77,Delivered
D0000548,O0000548,2025-09-29,2025-10-01,41.81,Delivered
D0000549,O0000549,2025-01-13,2025-01-16,62.52,Delivered
D0000550,O0000550,2025-02-03,2025-02-01,53.3,Cancelled
D0000551,O0000551,2025-10-16,2025-10-25,33.4,In Transit
D0000552,O0000552,2025-06-15,2025-06-10,51.79,Delivered
D0000553,O0000553,2025-07-15,2025-07-13,41.06,Delivered
D0000554,O0000554,2025-09-18,2025-09-15,35.69,Delivered
D0000555,O0000555,2025-05-17,2025-05-09,32.3,Delivered
D0000556,O0000556,2025-09-15,2025-09-09,60.36,Delivered
D0000557,O0000557,2025-10-03,2025-09-24,65.23,Delivered
D0000558,O0000558,2025-04-06,2025-04-08,62.81,Delivered
D0000559,O0000559,2025-09-17,2025-09-20,15.53,Delivered
D0000560,O0000560,2025-03-08,2025-03-13,36.17,Delivered
D0000561,O0000561,2025-04-30,2025-04-29,27.02,In Transit
D0000562,O0000562,2025-10-21,2025-10-24,84.46,Delivered
D0000563,O0000563,2026-01-02,2025-12-30,37.06,Delivered
D0000564,O0000564,2025-02-01,2025-02-04,77.32,Delivered
D0000565,O0000565,2025-09-01,2025-09-09,88.5,Delivered
D0000566,O0000566,2025-08-03,2025-08-06,69.78,Delivered
D0000567,O0000567,2025-08-14,2025-08-18,37.94,Delivered
D0000568,O0000568,2025-10-23,2025-10-25,85.51,In Transit
D0000569,O0000569,2025-02-05,2025-01-28,29.08,In Transit
D0000570,O0000570,2025-10-03,2025-10-09,127.28,Delivered
D0000571,O0000571,2025-04-21,2025-04-18,34.61,Delivered
D0000572,O0000572,2025-03-07,2025-03-12,28.33,Delivered
D0000573,O0000573,2025-06-23,2025-06-14,316.84,Delivered
D0000574,O0000574,2025-01-13,2025-01-12,31.3,Delivered
D0000575,O0000575,2025-08-25,2025-08-30,58.94,Delivered
D0000576,O0000576,2025-08-01,2025-07-29,82.69,Delivered
D0000577,O0000577,2025-07-13,2025-07-14,65.98,Delivered
D0000578,O0000578,2025-01-22,2025-01-14,243.43,Delivered
D0000579,O0000579,2025-10-14,2025-10-21,83.6,Delivered
D0000580,O0000580,2025-01-19,2025-01-18,40.97,Delivered
D0000581,O0000581,2025-04-14,2025-04-12,36.36,Delivered
D0000582,O0000582,2025-05-31,2025-05-27,41.34,Delivered
D0000583,O0000583,2025-09-17,2025-09-19,107.34,Delivered
D0000584,O0000584,2025-06-04,2025-06-08,65.4,Delivered
D0000585,O0000585,2025-11-03,2025-11-01,56.42,Delivered
D0000586,O0000586,2025-12-11,2025-12-19,172.51,Delivered
D0000587,O0000587,2025-10-17,2025-10-21,35.11,Delivered
D0000588,O0000588,2025-01-21,2025-01-16,102.69,Cancelled
D0000589,O0000589,2025-10-12,2025-10-13,38.03,Cancelled
D0000590,O0000590,2025-03-23,2025-03-22,52.62,Delivered
D0000591,O0000591,2025-11-25,2025-11-25,77.37,Delivered
D0000592,O0000592,2025-12-31,2026-01-05,224.23,Cancelled
D0000593,O0000593,2025-02-03,2025-02-02,45.73,Delivered
D0000594,O0000594,2025-02-08,2025-02-14,70.8,Delivered
D0000595,O0000595,2025-09-18,2025-09-17,70.9,Delivered
D0000596,O0000596,2025-02-28,2025-02-26,28.68,Delivered
D0000597,O0000597,2025-12-26,2025-12-24,90.28,Delivered
D0000598,O0000598,2025-07-21,2025-07-21,135.13,In Transit
D0000599,O0000599,2025-08-06,2025-08-09,34.43,Delivered
D0000600,O0000600,2025-11-17,2025-11-26,50.45,In Transit
D0000601,O0000601,2025-03-28,2025-03-22,69.74,Delivered
D0000602,O0000602,2025-07-30,2025-08-05,151.8,In Transit
D0000603,O0000603,2026-01-07,2026-01-15,103.66,Delivered
D0000604,O0000604,2025-01-15,2025-01-17,40.56,Delivered
D0000605,O0000605,2025-03-11,2025-03-15,71.23,Delivered
D0000606,O0000606,2025-03-05,2025-02-25,30.66,Delivered
D0000607,O0000607,2025-05-09,2025-05-09,118.18,Delivered
D0000608,O0000608,2025-02-26,2025-02-25,68.75,Delivered
D0000609,O0000609,2025-03-09,2025-03-08,38.63,Delivered
D0000610,O0000610,2025-11-13,2025-11-21,41.45,In Transit
D0000611,O0000611,2025-06-25,2025-06-22,139.59,In Transit
D0000612,O0000612,2025-05-19,2025-05-19,35.21,Delivered
D0000613,O0000613,2025-06-06,2025-06-08,96.94,Delivered
D0000614,O0000614,2025-12-24,2025-12-31,37.38,Delivered
D0000615,O0000615,2025-07-02,2025-07-09,142.14,Delivered
D0000616,O0000616,2025-07-01,2025-06-24,86.95,Delivered
D0000617,O0000617,2025-12-13,2025-12-12,44.68,Delivered
D0000618,O0000618,2025-01-22,2025-01-28,42.63,Delivered
D0000619,O0000619,2025-07-01,2025-07-09,63.73,Delivered
D0000620,O0000620,2025-10-07,2025-10-08,103.59,Delivered
D0000621,O0000621,2025-07-16,2025-07-14,153.01,Delivered
D0000622,O0000622,2025-11-19,2025-11-21,57.46,Delivered
D0000623,O0000623,2025-11-24,2025-11-29,179.66,Delivered
D0000624,O0000624,2025-05-11,2025-05-18,44.89,Delivered
D0000625,O0000625,2025-10-30,2025-11-10,132.16,In Transit
D0000626,O0000626,2025-04-08,2025-04-15,57.71,Delivered
D0000627,O0000627,2025-04-08,2025-04-03,52.72,Delivered
D0000628,O0000628,2025-12-28,2026-01-05,35.77,Delivered
D0000629,O0000629,2025-01-13,2025-01-09,66.67,Delivered
D0000630,O0000630,2025-05-16,2025-05-13,22.78,Delivered
D0000631,O0000631,2025-08-27,2025-08-29,122.74,Delivered
D0000632,O0000632,2025-06-06,2025-06-10,28.9,Delivered
D0000633,O0000633,2025-11-08,2025-11-08,104.74,Delivered
D0000634,O0000634,2025-04-07,2025-04-11,25.62,Delivered
D0000635,O0000635,2025-07-31,2025-08-01,67.42,In Transit
D0000636,O0000636,2025-02-22,2025-03-01,44.64,Delivered
D0000637,O0000637,2025-03-25,2025-03-26,99.73,In Transit
D0000638,O0000638,2025-03-13,2025-03-20,52.94,In Transit
D0000639,O0000639,2025-10-05,2025-10-10,53.08,Delivered
D0000640,O0000640,2025-03-22,2025-03-19,50.08,Delivered
D0000641,O0000641,2025-09-08,2025-09-17,39.57,In Transit
D0000642,O0000642,2025-05-16,2025-05-16,94.99,In Transit
D0000643,O0000643,2025-08-03,2025-07-29,46.35,Delivered
D0000644,O0000644,2025-11-25,2025-11-25,96.98,Delivered
D0000645,O0000645,2025-11-16,2025-11-20,69.4,Delivered
D0000646,O0000646,2025-01-09,2025-01-17,84.48,Delivered
D0000647,O0000647,2025-10-23,2025-10-15,40.05,In Transit
D0000648,O0000648,2025-12-22,2025-12-20,53.12,Delivered
D0000649,O0000649,2025-09-04,2025-09-15,98.46,Delivered
D0000650,O0000650,2025-03-15,2025-03-17,81.49,Delivered
D0000651,O0000651,2025-09-09,2025-09-07,48.48,Delivered
D0000652,O0000652,2025-08-28,2025-09-03,67.94,In Transit
D0000653,O0000653,2025-09-08,2025-09-05,139.22,In Transit
D0000654,O0000654,2025-06-11,2025-06-14,70.05,Delivered
D0000655,O0000655,2025-07-15,2025-07-18,48.64,Delivered
D0000656,O0000656,2025-08-30,2025-09-09,33.68,Delivered
D0000657,O0000657,2025-06-26,2025-07-02,221.7,In Transit
D0000658,O0000658,2025-10-19,2025-10-13,92.37,Delivered
D0000659,O0000659,2025-09-26,2025-09-22,88.57,Cancelled
D0000660,O0000660,2025-04-26,2025-04-23,141.31,Delivered
D0000661,O0000661,2025-08-14,2025-08-19,30.09,Delivered
D0000662,O0000662,2025-10-07,2025-10-11,36.55,Delivered
D0000663,O0000663,2025-07-02,2025-07-06,42.84,In Transit
D0000664,O0000664,2025-09-25,2025-09-21,54.08,Cancelled
D0000665,O0000665,2025-02-20,2025-03-02,46.88,In Transit
D0000666,O0000666,2025-05-31,2025-06-05,134.21,Delivered
D0000667,O0000667,2025-09-19,2025-09-20,143.52,Delivered
D0000668,O0000668,2025-12-03,2025-11-30,63.4,Delivered
D0000669,O0000669,2025-08-28,2025-08-30,41.32,Delivered
D0000670,O0000670,2025-09-05,2025-09-03,59.52,Delivered
D0000671,O0000671,2025-05-12,2025-05-10,46.65,Delivered
D0000672,O0000672,2025-09-19,2025-09-28,89.12,Delivered
D0000673,O0000673,2025-05-17,2025-05-18,77.98,Delivered
D0000674,O0000674,2025-01-25,2025-01-28,160.98,Delivered
D0000675,O0000675,2025-04-07,2025-04-04,51.61,Delivered
D0000676,O0000676,2025-08-17,2025-08-18,31.6,In Transit
D0000677,O0000677,2025-12-22,2025-12-24,57.83,Delivered
D0000678,O0000678,2025-07-10,2025-07-14,62.34,Delivered
D0000679,O0000679,2025-11-17,2025-11-18,28.01,Delivered
D0000680,O0000680,2025-10-18,2025-10-22,51.65,Delivered
D0000681,O0000681,2025-07-30,2025-07-25,104.55,Delivered
D0000682,O0000682,2025-10-28,2025-10-27,72.12,Delivered
D0000683,O0000683,2025-06-01,2025-06-04,69.95,Delivered
D0000684,O0000684,2025-06-21,2025-06-21,83.04,Delivered
D0000685,O0000685,2025-10-01,2025-10-09,33.64,Delivered
D0000686,O0000686,2025-08-26,2025-08-24,39.77,In Transit
D0000687,O0000687,2025-07-16,2025-07-25,131.89,Delivered
D0000688,O0000688,2025-06-16,2025-06-21,119.92,In Transit
D0000689,O0000689,2025-12-30,2025-12-31,42.21,In Transit
D0000690,O0000690,2025-01-30,2025-01-27,140.94,Delivered
D0000691,O0000691,2025-01-28,2025-02-05,237.84,Delivered
D0000692,O0000692,2025-06-30,2025-07-06,42.89,Delivered
D0000693,O0000693,2025-01-20,2025-01-15,91.54,Delivered
D0000694,O0000694,2025-05-12,2025-05-06,65.22,Delivered
D0000695,O0000695,2025-07-31,2025-08-06,30.38,Delivered
D0000696,O0000696,2025-06-03,2025-05-30,49.78,Delivered
D0000697,O0000697,2025-03-21,2025-03-18,49.46,Delivered
D0000698,O0000698,2025-04-24,2025-04-26,96.98,Delivered
D0000699,O0000699,2025-08-12,2025-08-18,64.61,In Transit
D0000700,O0000700,2025-12-20,2025-12-15,40.56,Delivered
D0000701,O0000701,2025-10-22,2025-10-17,60.41,Delivered
D0000702,O0000702,2025-07-29,2025-07-22,56.02,In Transit
D0000703,O0000703,2025-03-02,2025-03-05,98.89,Delivered
D0000704,O0000704,2025-04-06,2025-04-02,69.56,Delivered
D0000705,O0000705,2025-06-14,2025-06-11,508.46,In Transit
D0000706,O0000706,2025-04-09,2025-04-03,60.79,Delivered
D0000707,O0000707,2025-09-12,2025-09-13,100.9,In Transit
D0000708,O0000708,2025-05-23,2025-05-25,43.1,Delivered
D0000709,O0000709,2025-11-11,2025-11-07,58.21,Delivered
D0000710,O0000710,2025-04-16,2025-04-14,56.75,Cancelled
D0000711,O0000711,2025-07-11,2025-07-13,118.55,Delivered
D0000712,O0000712,2025-09-26,2025-09-24,42.97,Delivered
D0000713,O0000713,2025-03-27,2025-03-21,52.66,Delivered
D0000714,O0000714,2025-10-13,2025-10-11,72.18,Delivered
D0000715,O0000715,2025-08-05,2025-08-13,297.82,Delivered
D0000716,O0000716,2025-09-03,2025-09-08,413.97,Delivered
D0000717,O0000717,2025-06-25,2025-06-17,41.41,Delivered
D0000718,O0000718,2025-12-16,2025-12-14,86.59,Delivered
D0000719,O0000719,2025-10-17,2025-10-20,56.7,Delivered
D0000720,O0000720,2025-03-21,2025-03-24,61.42,In Transit
D0000721,O0000721,2025-07-28,2025-08-03,91.23,Delivered
D0000722,O0000722,2025-12-03,2025-11-29,103.51,Delivered
D0000723,O0000723,2025-04-19,2025-04-26,32.12,Delivered
D0000724,O0000724,2025-07-18,2025-07-23,62.48,Delivered
D0000725,O0000725,2025-10-09,2025-10-10,105.79,Delivered
D0000726,O0000726,2025-04-20,2025-04-23,97.15,Delivered
D0000727,O0000727,2025-07-17,2025-07-16,31.97,Delivered
D0000728,O0000728,2025-07-25,2025-08-01,84.65,Delivered
D0000729,O0000729,2025-03-10,2025-03-08,37.74,Delivered
D0000730,O0000730,2025-03-16,2025-03-19,57.77,Delivered
D0000731,O0000731,2025-07-30,2025-07-30,28.01,Delivered
D0000732,O0000732,2025-03-13,2025-03-18,53.12,Delivered
D0000733,O0000733,2025-12-17,2025-12-16,263.04,Delivered
D0000734,O0000734,2025-07-17,2025-07-24,48.63,Delivered
D0000735,O0000735,2025-09-25,2025-09-19,170.49,Delivered
D0000736,O0000736,2025-06-01,2025-06-07,65.12,Delivered
D0000737,O0000737,2025-04-30,2025-04-22,57.57,In Transit
D0000738,O0000738,2025-07-07,2025-07-11,190.14,Delivered
D0000739,O0000739,2025-09-21,2025-09-22,151.9,Cancelled
D0000740,O0000740,2025-06-04,2025-06-05,33.69,Delivered
D0000741,O0000741,2025-04-24,2025-04-29,71.21,Delivered
D0000742,O0000742,2025-02-27,2025-02-25,42.49,Delivered
D0000743,O0000743,2025-07-28,2025-07-31,41.18,Delivered
D0000744,O0000744,2025-09-12,2025-09-16,28.04,Delivered
D0000745,O0000745,2025-07-20,2025-07-16,38.41,Delivered
D0000746,O0000746,2025-04-09,2025-04-11,123.48,Delivered
D0000747,O0000747,2025-04-07,2025-04-15,39.16,Delivered
D0000748,O0000748,2025-05-28,2025-05-20,61.06,Delivered
D0000749,O0000749,2025-05-15,2025-05-09,50.66,Delivered
D0000750,O0000750,2025-03-20,2025-03-29,104.51,Delivered
D0000751,O0000751,2025-12-15,2025-12-20,119.38,Delivered
D0000752,O0000752,2025-05-05,2025-05-08,86.37,Delivered
D0000753,O0000753,2025-04-08,2025-04-03,40.9,Delivered
D0000754,O0000754,2025-08-19,2025-08-18,189.63,Delivered
D0000755,O0000755,2025-10-28,2025-10-23,26.95,In Transit
D0000756,O0000756,2025-06-23,2025-07-03,34.02,Delivered
D0000757,O0000757,2025-09-10,2025-09-11,27.6,Cancelled
D0000758,O0000758,2025-02-13,2025-02-09,44.68,Delivered
D0000759,O0000759,2025-07-21,2025-07-27,64.22,Delivered
D0000760,O0000760,2025-01-30,2025-02-05,42.53,Delivered
D0000761,O0000761,2025-02-26,2025-03-05,50.63,Delivered
D0000762,O0000762,2025-08-13,2025-08-14,127.91,Delivered
D0000763,O0000763,2025-03-21,2025-03-28,41.09,Delivered
D0000764,O0000764,2025-01-22,2025-01-24,54.09,Delivered
D0000765,O0000765,2025-03-10,2025-03-09,40.32,Delivered
D0000766,O0000766,2025-10-19,2025-10-17,134.29,Delivered
D0000767,O0000767,2025-08-10,2025-08-15,44.34,Delivered
D0000768,O0000768,2025-05-28,2025-05-28,47.9,Delivered
D0000769,O0000769,2025-12-28,2025-12-30,36.05,Cancelled
D0000770,O0000770,2025-05-25,2025-05-29,337.44,In Transit
D0000771,O0000771,2025-11-23,2025-11-29,95.65,Delivered
D0000772,O0000772,2025-05-12,2025-05-16,153.03,Cancelled
D0000773,O0000773,2025-01-17,2025-01-12,63.0,Delivered
D0000774,O0000774,2025-02-16,2025-02-15,100.72,Delivered
D0000775,O0000775,2025-04-18,2025-04-15,137.37,Delivered
D0000776,O0000776,2025-03-18,2025-03-14,41.74,In Transit
D0000777,O0000777,2025-03-03,2025-03-03,33.56,Delivered
D0000778,O0000778,2025-05-25,2025-05-21,22.46,Delivered
D0000779,O0000779,2025-12-30,2026-01-05,98.33,Cancelled
D0000780,O0000780,2025-03-20,2025-03-17,190.25,Delivered
D0000781,O0000781,2025-04-05,2025-04-01,288.23,Delivered
D0000782,O0000782,2026-01-06,2026-01-12,99.87,In Transit
D0000783,O0000783,2025-03-19,2025-03-19,106.02,Delivered
D0000784,O0000784,2025-11-04,2025-11-09,38.66,Delivered
D0000785,O0000785,2025-08-25,2025-08-17,28.12,Delivered
D0000786,O0000786,2025-12-13,2025-12-16,443.17,In Transit
D0000787,O0000787,2025-07-29,2025-07-29,67.23,Delivered
D0000788,O0000788,2025-08-15,2025-08-15,56.78,Delivered
D0000789,O0000789,2025-04-03,2025-03-25,99.79,Delivered
D0000790,O0000790,2025-08-08,2025-08-08,63.94,Delivered
D0000791,O0000791,2025-09-05,2025-09-10,66.63,Delivered
D0000792,O0000792,2026-01-06,2026-01-09,67.94,Delivered
D0000793,O0000793,2025-02-13,2025-02-11,138.47,Delivered
D0000794,O0000794,2025-03-03,2025-03-12,104.8,In Transit
D0000795,O0000795,2025-01-11,2025-01-11,70.5,Delivered
D0000796,O0000796,2025-10-25,2025-10-26,56.89,Delivered
D0000797,O0000797,2025-02-08,2025-02-04,67.96,Delivered
D0000798,O0000798,2025-12-10,2025-12-14,136.93,Delivered
